conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
RESOURCE_CLASSIFICATION:1,Structure,,HERITAGE_RESOURCE_CLASSIFICATION_AUTHORITY_DOCUMENT.csv,Index,CVAST
RESOURCE_CLASSIFICATION:2,Object,,HERITAGE_RESOURCE_CLASSIFICATION_AUTHORITY_DOCUMENT.csv,Index,CVAST
