conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
RESOURCE_CLASSIFICATION:1,Structure,,RESOURCE_CLASSIFICATION_AUTHORITY_DOCUMENT.csv,Index,CVAST
RESOURCE_CLASSIFICATION:2,Object,,RESOURCE_CLASSIFICATION_AUTHORITY_DOCUMENT.csv,Index,CVAST
RESOURCE_CLASSIFICATION:3,Site,,RESOURCE_CLASSIFICATION_AUTHORITY_DOCUMENT.csv,Index,CVAST
