conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider 
DESIGNATION:1,National Register of Historic Places,,TYPE_OF_DESIGNATION_OR_PROTECTION_AUTHORITY_DOCUMENT.csv,Index,CVAST
DESIGNATION:2,National Historic Landmark,,TYPE_OF_DESIGNATION_OR_PROTECTION_AUTHORITY_DOCUMENT.csv,Index,CVAST
DESIGNATION:3,National Monument,,TYPE_OF_DESIGNATION_OR_PROTECTION_AUTHORITY_DOCUMENT.csv,Index,CVAST
