conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
RESOURCE_GROUP_CLASSIFICATION:1,Archaeological site,,HERITAGE_RESOURCE_GROUP_CLASSIFICATION_AUTHORITY_DOCUMENT.csv,Index,CVAST
RESOURCE_GROUP_CLASSIFICATION:2,Historic district,,HERITAGE_RESOURCE_GROUP_CLASSIFICATION_AUTHORITY_DOCUMENT.csv,Index,CVAST
